id,service_id,branch_id,time_taken,request_time,rating
2311,1,6,2,Day-Peak,5
2312,1,53,1,Night,4
2313,3,19,6,Day-Peak,5
2314,4,84,10,Day-Peak,4
2315,3,76,11,Day-Off-Peak,3
2316,2,76,13,Day-Off-Peak,4
2317,4,63,11,Day-Peak,3
2318,2,1,13,Day-Off-Peak,4
2319,2,68,12,Day-Peak,5
2320,3,25,7,Day-Peak,5
2321,1,46,2,Day-Peak,4
2322,4,92,9,Day-Off-Peak,4
2323,3,93,6,Night,4
2324,4,65,9,Day-Off-Peak,5
2325,4,100,11,Day-Off-Peak,3
2326,3,54,6,Day-Peak,5
2327,4,95,9,Day-Off-Peak,4
2328,4,70,9,Day-Off-Peak,5
2329,1,16,2,Day-Off-Peak,4
2330,1,54,2,Night,5
2331,2,43,13,Day-Off-Peak,4
2332,2,45,20,Night,3
2333,2,39,13,Night,4
2334,1,38,4,Night,3
2335,1,7,3,Day-Off-Peak,3
2336,2,43,12,Night,4
2337,1,16,2,Night,4
2338,1,50,3,Day-Off-Peak,3
2339,1,4,2,Day-Peak,4
2340,3,38,7,Day-Peak,4
2341,1,4,2,Day-Peak,4
2342,3,89,6,Day-Off-Peak,5
2343,1,54,2,Night,5
2344,2,51,13,Day-Peak,5
2345,1,2,2,Day-Peak,5
2346,3,97,7,Day-Peak,4
2347,4,99,8,Day-Peak,4
2348,1,59,2,Day-Peak,5
2349,3,53,9,Day-Off-Peak,3
2350,1,4,2,Day-Off-Peak,4
2351,1,7,4,Day-Off-Peak,3
2352,1,66,2,Night,5
2353,2,66,13,Day-Peak,5
2354,2,63,13,Day-Peak,4
2355,3,89,8,Day-Peak,4
2356,3,24,7,Day-Off-Peak,4
2357,3,66,7,Day-Off-Peak,5
2358,3,92,8,Day-Peak,3
2359,1,29,2,Night,5
2360,2,56,13,Day-Peak,4
2361,3,50,7,Night,4
2362,2,52,13,Night,4
2363,1,24,2,Night,4
2364,2,38,12,Day-Off-Peak,4
2365,2,76,14,Day-Peak,3
2366,1,19,2,Night,5
2367,3,47,7,Day-Peak,4
2368,1,45,3,Night,3
2369,3,41,7,Night,4
2370,4,100,10,Night,3
2371,2,67,13,Day-Off-Peak,4
2372,2,95,14,Day-Peak,3
2373,1,35,1,Day-Peak,4
2374,2,80,13,Day-Peak,4
2375,2,23,13,Night,5
2376,2,10,14,Day-Peak,4
2377,1,16,3,Day-Off-Peak,3
2378,1,30,2,Night,5
2379,3,43,8,Day-Peak,3
2380,2,34,13,Day-Peak,5
2381,1,10,2,Day-Off-Peak,5
2382,1,17,2,Day-Peak,4
2383,1,49,3,Day-Peak,4
2384,4,76,8,Night,4
2385,1,26,3,Day-Peak,4
2386,2,60,14,Day-Peak,3
2387,1,71,2,Night,5
2388,2,20,14,Day-Peak,3
2389,1,54,1,Night,5
2390,1,60,1,Night,4
2391,1,41,2,Night,4
2392,1,39,1,Day-Off-Peak,4
2393,2,16,13,Day-Peak,4
2394,1,41,2,Night,4
2395,2,43,13,Day-Off-Peak,4
2396,4,93,9,Day-Off-Peak,4
2397,4,91,10,Day-Peak,4
2398,3,40,7,Day-Peak,5
2399,1,16,2,Day-Off-Peak,4
2400,1,18,3,Day-Peak,4
2401,3,88,7,Night,4
2402,3,11,7,Day-Peak,4
2403,2,30,13,Night,5
2404,3,51,8,Night,4
2405,1,11,3,Night,3
2406,1,22,1,Night,5
2407,4,84,9,Day-Peak,5
2408,2,76,15,Day-Off-Peak,3
2409,2,70,12,Day-Off-Peak,5
2410,2,29,14,Night,4
2411,2,90,13,Day-Off-Peak,5
2412,3,93,7,Night,4
2413,3,49,9,Day-Peak,4
2414,3,92,7,Day-Off-Peak,4
2415,1,24,3,Night,3
2416,3,63,7,Night,4
2417,3,71,7,Night,5
2418,4,90,9,Day-Peak,5
2419,3,88,6,Day-Off-Peak,4
2420,3,62,10,Day-Off-Peak,4
2421,3,60,7,Day-Off-Peak,4
2422,1,14,3,Day-Off-Peak,3
2423,2,25,13,Day-Peak,5
2424,1,33,1,Day-Peak,5
2425,2,29,14,Day-Off-Peak,4
2426,1,28,2,Day-Peak,5
2427,2,26,14,Day-Peak,4
2428,1,39,2,Day-Off-Peak,4
2429,4,92,9,Night,4
2430,2,64,14,Day-Peak,3
2431,2,13,15,Day-Peak,4
2432,1,16,2,Night,4
2433,4,77,9,Night,4
2434,4,96,9,Day-Off-Peak,4
2435,1,41,2,Day-Peak,4
2436,1,12,2,Day-Peak,4
2437,2,44,13,Night,5
2438,1,20,1,Day-Peak,4
2439,3,93,7,Night,4
2440,3,86,10,Day-Peak,3
2441,1,88,2,Day-Peak,4
2442,2,21,13,Day-Off-Peak,4
2443,3,21,7,Day-Peak,4
2444,3,92,6,Day-Peak,4
2445,1,42,19,Night,4
2446,3,65,8,Day-Off-Peak,4
2447,1,53,2,Day-Off-Peak,4
2448,2,48,12,Day-Peak,4
2449,3,98,8,Day-Peak,4
2450,3,95,6,Day-Peak,4
2451,4,79,8,Night,5
2452,2,23,13,Day-Peak,5
2453,2,74,12,Day-Off-Peak,5
2454,1,14,2,Day-Peak,4
2455,4,91,9,Night,5
2456,3,73,7,Day-Off-Peak,5
2457,2,97,14,Day-Peak,3
2458,2,73,13,Day-Peak,5
2459,1,30,2,Day-Peak,5
2460,1,49,1,Night,5
2461,2,10,13,Night,5
2462,2,7,14,Day-Peak,3
2463,1,42,3,Day-Off-Peak,4
2464,3,82,8,Day-Peak,4
2465,1,23,2,Night,5
2466,4,84,9,Day-Peak,5
2467,4,63,11,Night,3
2468,1,53,3,Night,3
2469,2,19,13,Day-Peak,5
2470,4,69,9,Day-Peak,5
2471,1,68,2,Day-Off-Peak,5
2472,1,30,1,Night,5
2473,4,86,10,Night,3
2474,2,79,13,Day-Off-Peak,5
2475,1,83,2,Day-Peak,4
2476,3,84,9,Night,4
2477,1,65,3,Day-Off-Peak,4
2478,2,62,13,Day-Peak,5
2479,3,81,6,Day-Off-Peak,4
2480,2,68,19,Day-Off-Peak,4
2481,1,20,2,Night,4
2482,2,72,13,Day-Peak,5
2483,1,22,1,Night,5
2484,1,20,1,Day-Peak,4
2485,3,77,7,Day-Peak,4
2486,1,3,2,Day-Peak,5
2487,1,34,2,Day-Peak,5
2488,2,68,13,Night,5
2489,1,5,1,Day-Off-Peak,4
2490,1,38,2,Day-Off-Peak,4
2491,1,69,2,Day-Peak,5
2492,3,24,7,Night,4
2493,2,55,14,Night,3
2494,2,24,12,Night,4
2495,1,23,2,Day-Off-Peak,5
2496,4,65,9,Day-Peak,5
2497,2,75,12,Night,4
2498,3,61,11,Day-Peak,4
2499,4,98,8,Day-Peak,5
2500,3,95,8,Night,3
2501,3,44,7,Night,5
2502,2,66,13,Day-Off-Peak,5
2503,1,8,2,Night,4
2504,1,12,2,Night,4
2505,3,93,7,Day-Off-Peak,4
2506,3,39,6,Night,4
2507,3,46,7,Day-Off-Peak,4
2508,1,5,2,Day-Peak,4
2509,1,27,3,Night,3
2510,1,80,1,Night,4
2511,4,78,9,Night,4
2512,1,74,2,Night,5
2513,2,35,13,Day-Peak,4
2514,2,16,13,Day-Off-Peak,4
2515,3,40,8,Night,4
2516,1,79,6,Day-Off-Peak,4
2517,3,44,6,Night,5
2518,1,1,2,Day-Peak,4
2519,3,98,9,Night,4
2520,2,62,13,Day-Peak,5
2521,1,7,2,Night,4
2522,4,46,9,Night,4
2523,2,89,16,Day-Off-Peak,4
2524,4,62,9,Day-Peak,5
2525,4,88,9,Night,4
2526,1,7,2,Day-Peak,4
2527,1,25,2,Day-Off-Peak,5
2528,2,81,12,Day-Off-Peak,4
2529,4,56,9,Day-Peak,4
2530,3,63,6,Night,4
2531,3,64,6,Day-Off-Peak,4
2532,3,68,7,Day-Off-Peak,5
2533,1,27,2,Night,4
2534,1,2,2,Night,5
2535,1,52,3,Night,3
2536,4,100,10,Night,3
2537,1,1,3,Day-Off-Peak,3
2538,2,37,12,Night,5
2539,1,2,3,Night,4
2540,1,51,2,Day-Off-Peak,5
2541,3,82,7,Day-Off-Peak,5
2542,2,23,13,Day-Off-Peak,5
2543,3,31,7,Night,4
2544,1,11,2,Night,4
2545,2,64,14,Night,3
2546,1,59,1,Day-Off-Peak,5
2547,1,26,2,Day-Off-Peak,5
2548,2,52,13,Day-Peak,4
2549,1,37,2,Day-Off-Peak,5
2550,1,12,2,Night,4
2551,1,77,3,Day-Peak,3
2552,2,38,23,Day-Off-Peak,3
2553,1,72,2,Day-Peak,5
2554,3,67,10,Night,3
2555,1,2,2,Day-Off-Peak,5
2556,4,75,9,Night,4
2557,2,27,13,Day-Off-Peak,4
2558,1,7,2,Day-Off-Peak,4
2559,4,94,9,Day-Off-Peak,5
2560,1,57,2,Day-Off-Peak,4
2561,1,47,3,Day-Off-Peak,3
2562,2,39,13,Night,4
2563,1,90,1,Night,5
2564,4,78,8,Night,4
2565,3,42,8,Day-Peak,4
2566,1,52,2,Night,4
2567,4,88,8,Day-Off-Peak,4
2568,1,7,2,Night,4
2569,1,15,2,Day-Peak,4
2570,3,92,6,Day-Off-Peak,4
2571,1,17,2,Day-Off-Peak,4
2572,1,17,1,Day-Off-Peak,4
2573,1,2,1,Day-Off-Peak,5
2574,4,60,11,Day-Peak,3
2575,2,57,13,Night,4
2576,1,21,1,Day-Off-Peak,4
2577,1,24,3,Night,3
2578,2,35,13,Day-Peak,4
2579,3,92,9,Night,3
2580,2,61,13,Night,5
2581,1,23,2,Day-Peak,5
2582,3,91,7,Night,5
2583,3,41,9,Night,3
2584,2,23,18,Day-Peak,4
2585,1,12,2,Day-Off-Peak,4
2586,1,5,2,Night,4
2587,3,72,11,Night,4
2588,3,72,7,Day-Peak,5
2589,1,20,2,Day-Peak,4
2590,1,5,2,Night,4
2591,1,54,2,Night,5
2592,2,52,17,Night,3
2593,2,3,13,Night,5
2594,2,17,14,Day-Off-Peak,3
2595,2,68,13,Day-Peak,5
2596,2,15,13,Day-Off-Peak,4
2597,2,44,13,Night,5
2598,1,46,2,Day-Peak,4
2599,3,66,7,Night,5
2600,1,34,3,Night,4
2601,1,2,2,Day-Peak,5
2602,3,70,9,Day-Off-Peak,4
2603,3,59,8,Day-Off-Peak,4
2604,2,76,13,Day-Off-Peak,4
2605,1,33,2,Day-Off-Peak,5
2606,4,89,9,Day-Peak,5
2607,1,22,2,Night,5
2608,1,2,2,Night,5
2609,4,81,9,Day-Off-Peak,4
2610,2,26,13,Night,5
2611,2,77,13,Night,4
2612,2,15,13,Day-Peak,4
2613,3,87,7,Day-Off-Peak,4
2614,1,71,8,Night,4
2615,1,33,1,Night,5
2616,2,46,13,Day-Peak,4
2617,2,51,13,Day-Off-Peak,5
2618,1,12,3,Day-Off-Peak,3
2619,4,51,9,Night,5
2620,1,1,5,Day-Off-Peak,3
2621,4,98,8,Day-Peak,5
2622,2,69,13,Night,5
2623,3,90,7,Night,5
2624,3,86,7,Night,4
2625,1,2,3,Day-Off-Peak,4
2626,1,14,2,Night,4
2627,1,1,2,Day-Off-Peak,4
2628,1,2,2,Day-Off-Peak,5
2629,3,85,7,Day-Off-Peak,4
2630,2,63,15,Night,3
2631,1,51,2,Night,5
2632,3,46,7,Day-Peak,4
2633,1,34,3,Night,4
2634,2,5,14,Day-Off-Peak,3
2635,3,60,6,Day-Peak,4
2636,2,62,13,Night,5
2637,4,79,10,Day-Peak,4
2638,2,28,13,Night,5
2639,3,58,7,Day-Peak,5
2640,1,5,1,Night,4
2641,4,99,9,Day-Off-Peak,4
2642,1,22,5,Day-Peak,4
2643,1,1,2,Day-Peak,4
2644,3,60,7,Day-Off-Peak,4
2645,1,5,1,Day-Off-Peak,4
2646,1,17,4,Night,3
2647,3,34,6,Night,5
2648,3,87,8,Day-Peak,3
2649,4,63,11,Day-Off-Peak,3
2650,1,9,2,Night,4
2651,2,69,14,Day-Peak,4
2652,1,46,2,Night,4
2653,3,96,7,Day-Off-Peak,4
2654,3,54,7,Night,5
2655,1,12,4,Day-Peak,3
2656,1,40,2,Day-Off-Peak,5
2657,2,32,12,Day-Off-Peak,5
2658,4,88,10,Night,3
2659,2,43,12,Day-Peak,4
2660,3,35,8,Day-Peak,3
2661,3,59,8,Day-Peak,4
2662,3,68,8,Day-Peak,4
2663,1,58,2,Night,5
2664,2,42,12,Night,5
2665,4,75,8,Day-Off-Peak,4
2666,3,59,6,Day-Off-Peak,5
2667,1,28,2,Day-Off-Peak,5
2668,2,33,13,Day-Off-Peak,5
2669,3,68,7,Day-Off-Peak,5
2670,3,71,7,Day-Peak,5
2671,4,94,8,Day-Off-Peak,5
2672,3,27,7,Night,4
2673,3,99,7,Night,4
2674,2,71,15,Day-Peak,4
2675,1,8,3,Day-Off-Peak,3
2676,1,16,2,Night,4
2677,1,21,2,Day-Off-Peak,4
2678,1,18,1,Day-Peak,5
2679,3,70,10,Night,4
2680,1,61,2,Day-Peak,5
2681,2,60,13,Day-Off-Peak,4
2682,1,40,2,Day-Off-Peak,5
2683,3,78,8,Night,3
2684,1,29,2,Day-Off-Peak,5
2685,1,5,1,Day-Peak,4
2686,1,16,1,Day-Peak,4
2687,4,73,9,Night,5
2688,4,88,9,Day-Peak,4
2689,1,47,2,Night,4
2690,4,92,9,Day-Off-Peak,4
2691,2,75,12,Day-Off-Peak,4
2692,1,12,2,Day-Peak,4
2693,1,1,1,Day-Peak,4
2694,4,95,9,Night,4
2695,1,30,1,Night,5
2696,2,65,12,Day-Off-Peak,5
2697,2,75,12,Day-Peak,4
2698,3,85,7,Day-Off-Peak,4
2699,1,56,2,Day-Off-Peak,4
2700,4,100,9,Day-Peak,4
2701,3,60,8,Night,3
2702,1,10,3,Night,4
2703,2,65,18,Night,4
2704,4,86,10,Night,3
2705,2,24,13,Day-Peak,4
2706,3,52,9,Day-Off-Peak,3
2707,3,85,7,Day-Peak,4
2708,3,76,7,Day-Off-Peak,4
2709,3,77,7,Night,4
2710,2,61,13,Day-Peak,5
2711,3,57,6,Day-Off-Peak,4
2712,2,74,13,Day-Peak,5
2713,3,66,7,Day-Peak,5
2714,1,21,1,Night,4
2715,1,38,3,Day-Peak,3
2716,1,56,3,Day-Peak,3
2717,2,71,15,Day-Peak,4
2718,1,55,1,Night,4
2719,3,88,6,Night,4
2720,1,76,3,Day-Off-Peak,3
2721,1,32,4,Day-Off-Peak,4
2722,2,25,13,Day-Off-Peak,5
2723,1,9,1,Night,4
2724,3,78,7,Day-Peak,4
2725,4,87,8,Day-Peak,4
2726,1,2,2,Day-Peak,5
2727,3,58,6,Day-Peak,5
2728,4,82,8,Day-Off-Peak,5
2729,3,60,7,Day-Peak,4
2730,1,15,2,Day-Off-Peak,4
2731,1,2,3,Day-Off-Peak,4
2732,1,26,2,Day-Off-Peak,5
2733,3,67,7,Day-Peak,4
2734,3,93,7,Day-Peak,4
2735,4,93,10,Night,3
2736,3,57,11,Day-Off-Peak,3
2737,1,11,2,Night,4
2738,3,43,7,Day-Off-Peak,4
2739,1,5,3,Day-Peak,3
2740,1,14,2,Day-Off-Peak,4
2741,1,9,3,Day-Off-Peak,3
2742,3,54,8,Night,4
2743,2,75,12,Night,4
2744,4,64,9,Day-Peak,4
2745,3,78,7,Day-Off-Peak,4
2746,3,54,8,Day-Peak,4
2747,1,12,2,Day-Off-Peak,4
2748,1,49,2,Day-Off-Peak,5
2749,3,87,7,Day-Peak,4
2750,3,83,7,Day-Off-Peak,4
2751,2,52,14,Day-Off-Peak,3
2752,3,63,7,Day-Peak,4
2753,4,99,9,Day-Peak,4
2754,1,25,3,Night,4
2755,2,29,13,Day-Peak,5
2756,3,81,6,Day-Off-Peak,4
2757,2,14,13,Night,4
2758,1,39,3,Night,3
2759,2,62,13,Day-Off-Peak,5
2760,3,92,7,Night,4
2761,2,36,12,Day-Peak,5
2762,3,50,6,Night,4
2763,4,95,10,Night,3
2764,2,86,14,Night,3
2765,2,56,13,Day-Off-Peak,4
2766,2,9,12,Day-Peak,4
2767,1,15,5,Night,3
2768,2,42,13,Night,5
2769,1,78,3,Day-Peak,3
2770,3,82,7,Day-Peak,5
2771,2,30,20,Day-Off-Peak,4
2772,3,57,7,Day-Off-Peak,4
2773,3,77,6,Night,4
2774,1,2,2,Night,5
2775,1,5,3,Night,3
2776,1,36,2,Day-Off-Peak,5
2777,1,27,1,Day-Peak,4
2778,1,34,2,Night,5
2779,3,73,8,Day-Off-Peak,4
2780,1,7,2,Day-Peak,4
2781,4,59,9,Day-Off-Peak,5
2782,2,17,13,Day-Peak,4
2783,2,83,13,Night,4
2784,1,29,6,Day-Off-Peak,4
2785,2,84,15,Night,4
2786,1,9,1,Day-Peak,4
2787,1,2,2,Day-Peak,5
2788,1,23,1,Night,5
2789,4,61,9,Night,5
2790,2,35,14,Night,3
2791,3,77,8,Day-Off-Peak,3
2792,2,62,13,Night,5
2793,3,85,10,Night,3
2794,1,33,3,Day-Off-Peak,4
2795,4,77,10,Day-Off-Peak,3
2796,3,71,6,Night,5
2797,2,83,15,Day-Off-Peak,3
2798,1,38,3,Day-Peak,3
2799,4,59,8,Day-Off-Peak,5
2800,2,81,15,Day-Peak,3
2801,1,23,4,Day-Peak,4
2802,4,98,11,Night,4
2803,1,19,1,Day-Off-Peak,5
2804,2,2,13,Day-Off-Peak,5
2805,2,51,13,Day-Peak,5
2806,3,52,7,Night,4
2807,1,19,1,Day-Peak,5
2808,1,44,2,Night,5
2809,1,7,1,Day-Off-Peak,4
2810,3,43,7,Day-Off-Peak,4
2811,4,82,8,Night,5
2812,1,24,2,Day-Peak,4
2813,1,12,2,Day-Off-Peak,4
2814,2,68,12,Day-Peak,5
2815,3,47,6,Day-Off-Peak,4
2816,2,86,13,Day-Peak,4
2817,3,82,7,Day-Off-Peak,5
2818,1,4,3,Day-Peak,3
2819,3,39,6,Night,4
2820,2,56,13,Day-Off-Peak,4
2821,3,46,7,Day-Off-Peak,4
2822,4,94,9,Day-Off-Peak,5
2823,2,60,14,Night,3
2824,4,93,8,Day-Off-Peak,4
2825,1,29,1,Night,5
2826,3,98,9,Night,4
2827,3,98,8,Night,4
2828,3,22,9,Day-Off-Peak,4
2829,2,51,13,Day-Peak,5
2830,1,40,1,Day-Off-Peak,5
2831,3,19,6,Day-Off-Peak,5
2832,3,20,8,Day-Off-Peak,3
2833,1,42,1,Day-Peak,5
2834,1,4,1,Day-Peak,4
2835,1,21,2,Day-Peak,4
2836,4,91,9,Day-Peak,5
2837,2,34,13,Day-Peak,5
2838,2,48,13,Day-Peak,4
2839,1,11,2,Day-Off-Peak,4
2840,2,85,13,Night,4
2841,3,84,7,Day-Peak,5
2842,1,63,1,Night,4
2843,1,6,2,Day-Off-Peak,5
2844,4,99,10,Night,3
2845,1,54,2,Day-Peak,5
2846,1,52,2,Day-Off-Peak,4
2847,3,89,8,Night,4
2848,4,86,10,Night,3
2849,3,45,8,Day-Peak,3
2850,1,34,3,Day-Peak,4
2851,4,68,24,Day-Off-Peak,4
2852,1,92,1,Day-Off-Peak,4
2853,3,45,9,Night,3
2854,2,48,13,Night,4
2855,1,63,4,Day-Off-Peak,3
2856,2,24,12,Day-Peak,4
2857,4,80,9,Day-Peak,4
2858,2,57,12,Day-Peak,4
2859,1,8,4,Night,3
2860,2,41,12,Day-Peak,4
2861,3,81,7,Day-Peak,4
2862,4,40,8,Day-Peak,5
2863,3,52,7,Night,4
2864,1,24,2,Night,4
2865,1,36,3,Day-Off-Peak,4
2866,1,8,2,Night,4
2867,2,40,12,Day-Off-Peak,5
2868,3,81,6,Night,4
2869,1,18,2,Night,5
2870,2,58,12,Day-Off-Peak,5
2871,3,57,9,Night,3
2872,1,28,2,Day-Peak,5
2873,2,63,13,Night,4
2874,1,26,2,Night,5
2875,1,68,5,Day-Off-Peak,4
2876,4,83,9,Day-Off-Peak,4
2877,3,81,7,Day-Peak,4
2878,1,28,2,Night,5
2879,4,78,11,Night,3
2880,2,60,13,Day-Off-Peak,4
2881,3,76,7,Day-Peak,4
2882,2,82,13,Night,5
2883,2,30,19,Night,4
2884,4,96,9,Night,4
2885,1,4,2,Day-Peak,4
2886,3,86,7,Day-Peak,4
2887,1,57,2,Night,4
2888,3,30,8,Night,4
2889,4,90,9,Day-Off-Peak,5
2890,1,12,3,Night,3
2891,1,29,2,Night,5
2892,4,70,10,Day-Off-Peak,4
2893,2,39,13,Day-Off-Peak,4
2894,1,12,2,Night,4
2895,2,77,12,Night,4
2896,1,18,2,Day-Peak,5
2897,3,72,7,Night,5
2898,4,97,9,Day-Peak,4
2899,1,16,2,Day-Off-Peak,4
2900,2,9,13,Day-Off-Peak,4
2901,1,14,2,Day-Off-Peak,4
2902,2,53,12,Night,4
2903,1,52,2,Day-Off-Peak,4
2904,1,67,2,Day-Off-Peak,4
2905,3,62,7,Night,5
2906,1,8,8,Day-Off-Peak,3
2907,3,73,7,Night,5
2908,2,50,13,Night,4
2909,2,39,13,Day-Off-Peak,4
2910,3,51,7,Night,5
2911,3,50,7,Day-Peak,4
2912,1,31,2,Day-Off-Peak,4
2913,1,12,2,Day-Off-Peak,4
2914,4,93,9,Night,4
2915,3,68,8,Day-Off-Peak,4
2916,3,60,7,Day-Peak,4
2917,2,60,14,Day-Peak,3
2918,2,41,13,Night,4
2919,1,37,1,Night,5
2920,2,84,13,Day-Off-Peak,5
2921,2,7,13,Day-Peak,4
2922,3,98,8,Night,4
2923,2,56,13,Day-Peak,4
2924,2,66,13,Night,5
2925,1,6,1,Night,5
2926,1,6,3,Day-Off-Peak,4
2927,2,49,12,Night,5
2928,3,87,8,Day-Peak,3
2929,2,3,13,Day-Off-Peak,5
2930,3,56,7,Day-Peak,4
2931,2,64,13,Night,4
2932,2,42,13,Night,5
2933,3,86,7,Day-Off-Peak,4
2934,2,34,13,Day-Peak,5
2935,2,13,16,Night,4
2936,1,1,2,Day-Off-Peak,4
2937,1,1,2,Day-Off-Peak,4
2938,3,74,7,Day-Off-Peak,5
2939,1,70,1,Day-Peak,5
2940,1,33,1,Day-Peak,5
2941,4,94,9,Day-Peak,5
2942,3,90,6,Day-Peak,5
2943,1,42,2,Day-Peak,5
2944,1,22,2,Day-Off-Peak,5
2945,2,7,14,Day-Peak,3
2946,2,34,13,Night,5
2947,1,20,1,Day-Peak,4
2948,2,52,12,Day-Peak,4
2949,1,16,2,Day-Off-Peak,4
2950,4,94,9,Day-Peak,5
2951,2,64,18,Night,3
2952,1,2,2,Night,5
2953,4,92,13,Night,3
2954,4,99,9,Day-Off-Peak,4
2955,2,15,15,Day-Off-Peak,3
2956,4,87,9,Day-Peak,4
2957,4,93,9,Day-Peak,4
2958,2,62,13,Day-Off-Peak,5
2959,2,13,13,Night,5
2960,1,2,2,Day-Off-Peak,5
2961,1,8,2,Day-Off-Peak,4
2962,2,9,13,Night,4
2963,1,10,2,Day-Off-Peak,5
2964,2,17,12,Day-Peak,4
2965,3,28,7,Day-Off-Peak,5
2966,1,23,4,Day-Peak,4
2967,1,33,2,Day-Peak,5
2968,3,71,15,Day-Peak,4
2969,3,55,7,Night,4
2970,4,58,9,Day-Peak,5
2971,3,52,9,Day-Peak,3
2972,1,2,1,Day-Off-Peak,5
2973,1,14,1,Night,4
2974,1,13,3,Day-Peak,4
2975,3,91,9,Day-Peak,4
2976,1,23,2,Night,5
2977,2,69,13,Day-Peak,5
2978,1,17,3,Day-Off-Peak,3
2979,2,71,13,Day-Off-Peak,5
2980,3,42,8,Night,4
2981,4,92,10,Day-Peak,3
2982,3,56,7,Night,4
2983,2,72,13,Day-Peak,5
2984,2,70,14,Day-Peak,4
2985,4,98,9,Day-Off-Peak,5
2986,2,81,13,Day-Off-Peak,4
2987,4,88,9,Night,4
2988,3,58,8,Day-Off-Peak,4
2989,4,85,9,Day-Off-Peak,4
2990,1,32,2,Night,5
2991,2,33,12,Day-Off-Peak,5
2992,4,98,10,Day-Off-Peak,4
2993,2,49,13,Night,5
2994,3,60,7,Day-Off-Peak,4
2995,1,10,1,Day-Peak,5
2996,1,79,1,Night,5
2997,4,69,8,Day-Off-Peak,5
2998,4,91,10,Day-Peak,4
2999,1,30,3,Day-Off-Peak,4
3000,3,65,7,Day-Off-Peak,5
3001,3,97,7,Day-Peak,4
3002,1,57,2,Night,4
3003,3,69,7,Day-Peak,5
3004,3,67,7,Day-Peak,4
3005,4,83,10,Night,3
3006,3,71,7,Day-Peak,5
3007,1,68,2,Night,5
3008,3,50,8,Day-Peak,3
3009,1,40,1,Day-Peak,5
3010,3,94,8,Night,4
3011,2,97,13,Day-Off-Peak,4
3012,1,12,2,Day-Peak,4
3013,3,92,7,Day-Peak,4
3014,3,92,8,Day-Peak,3
3015,3,82,8,Day-Peak,4
3016,1,33,2,Day-Off-Peak,5
3017,3,95,9,Day-Off-Peak,3
3018,1,58,3,Day-Off-Peak,4
3019,3,80,7,Day-Peak,4
3020,4,34,9,Day-Off-Peak,5
3021,1,6,2,Night,5
3022,3,60,6,Day-Off-Peak,4
3023,3,46,7,Day-Off-Peak,4
3024,2,72,12,Day-Off-Peak,5
3025,1,4,2,Day-Peak,4
3026,1,49,2,Night,5
3027,1,60,2,Night,4
3028,3,77,7,Day-Off-Peak,4
3029,3,41,6,Night,4
3030,3,59,8,Night,4
3031,4,94,10,Day-Off-Peak,4
3032,4,95,8,Day-Peak,4
3033,1,47,2,Night,4
3034,2,42,13,Night,5
3035,2,44,14,Day-Peak,4
3036,3,28,7,Day-Peak,5
3037,2,57,13,Day-Peak,4
3038,3,64,8,Day-Peak,3
3039,1,50,1,Night,4
3040,1,6,2,Day-Off-Peak,5
3041,2,73,12,Night,5
3042,1,77,4,Night,3
3043,3,34,7,Night,5
3044,3,91,7,Night,5
3045,3,38,7,Day-Peak,4
3046,2,55,13,Night,4
3047,2,48,13,Night,4
3048,1,49,1,Day-Peak,5
3049,4,96,9,Night,4
3050,1,43,1,Day-Off-Peak,4
3051,3,53,7,Day-Peak,4
3052,1,79,2,Night,5
3053,2,6,13,Day-Peak,5
3054,1,4,4,Day-Off-Peak,3
3055,1,3,2,Day-Peak,5
3056,4,100,10,Day-Peak,3
3057,3,72,6,Night,5
3058,3,83,6,Day-Peak,4
3059,1,10,5,Day-Off-Peak,4
3060,3,79,10,Day-Off-Peak,4
3061,1,23,3,Day-Peak,4
3062,3,30,9,Day-Peak,4
3063,3,90,12,Day-Peak,4
3064,4,93,10,Day-Off-Peak,3
3065,1,47,1,Day-Peak,4
3066,1,37,1,Day-Peak,5
3067,1,32,2,Night,5
3068,1,33,4,Night,4
3069,1,20,1,Day-Peak,4
3070,1,50,1,Day-Peak,4
3071,1,11,2,Night,4
3072,3,45,7,Day-Peak,4
3073,1,1,1,Day-Peak,4
3074,2,27,13,Night,4
3075,1,81,2,Day-Peak,4
3076,4,75,10,Day-Off-Peak,3
3077,1,30,2,Day-Off-Peak,5
3078,1,15,2,Day-Off-Peak,4
3079,1,59,6,Day-Off-Peak,4
3080,1,52,3,Night,3
3081,3,55,11,Day-Off-Peak,3
3082,2,86,13,Night,4
3083,1,2,2,Night,5
3084,4,48,9,Day-Peak,4
3085,1,25,4,Night,4
3086,4,82,9,Day-Off-Peak,5
3087,2,5,13,Day-Peak,4
3088,3,91,8,Day-Off-Peak,4
3089,1,4,2,Day-Off-Peak,4
3090,2,50,13,Day-Peak,4
3091,3,94,8,Day-Peak,4
3092,3,94,10,Night,4
3093,4,89,9,Day-Peak,5
3094,2,49,13,Night,5
3095,2,74,14,Night,4
3096,2,50,12,Day-Off-Peak,4
3097,4,86,8,Night,4
3098,3,87,7,Day-Peak,4
3099,1,50,4,Day-Off-Peak,3
3100,2,70,13,Day-Off-Peak,5
3101,2,14,13,Night,4
3102,3,47,7,Day-Peak,4
3103,3,79,6,Day-Off-Peak,5
3104,4,96,9,Day-Peak,4
3105,1,63,2,Night,4
3106,3,24,24,Day-Off-Peak,3
